"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2010","Europe","Lower-middle-income","Kyrgyzstan","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Europe","Lower-middle-income","Kyrgyzstan","88","88.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Western Pacific","High-income","Republic of Korea","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2015","Western Pacific","High-income","Republic of Korea","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1983","Eastern Mediterranean","High-income","Kuwait","80","80.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1985","Eastern Mediterranean","High-income","Kuwait","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Eastern Mediterranean","High-income","Kuwait","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Eastern Mediterranean","High-income","Kuwait","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","Eastern Mediterranean","High-income","Kuwait","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2001","Eastern Mediterranean","High-income","Kuwait","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Eastern Mediterranean","High-income","Kuwait","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2010","Eastern Mediterranean","High-income","Kuwait","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Eastern Mediterranean","High-income","Kuwait","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","7","7.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","10","10.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","23","23.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","32","32.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","68","68.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","67","67.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","36","36.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","48","48.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","69","69.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","82","82.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2015","Western Pacific","Lower-middle-income","Lao People's Democratic Republic","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1983","Eastern Mediterranean","Upper-middle-income","Lebanon","8","8.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1985","Eastern Mediterranean","Upper-middle-income","Lebanon","23","23.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","Europe","Lower-middle-income","Kyrgyzstan","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Europe","Lower-middle-income","Kyrgyzstan","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1996","Western Pacific","Lower-middle-income","Kiribati","64","64.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1998","Western Pacific","Lower-middle-income","Kiribati","77","77.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2005","Western Pacific","Lower-middle-income","Kiribati","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Western Pacific","Lower-middle-income","Kiribati","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Western Pacific","Lower-middle-income","Kiribati","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2014","Western Pacific","Lower-middle-income","Kiribati","88","88.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Americas","High-income","Saint Kitts and Nevis","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Americas","High-income","Saint Kitts and Nevis","77","77.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Americas","High-income","Saint Kitts and Nevis","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Americas","High-income","Saint Kitts and Nevis","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2002","Americas","High-income","Saint Kitts and Nevis","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Americas","High-income","Saint Kitts and Nevis","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Americas","High-income","Saint Kitts and Nevis","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Americas","High-income","Saint Kitts and Nevis","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Western Pacific","High-income","Republic of Korea","5","5.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1983","Western Pacific","High-income","Republic of Korea","33","33.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Western Pacific","High-income","Republic of Korea","70","70.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Western Pacific","High-income","Republic of Korea","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Western Pacific","High-income","Republic of Korea","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","Western Pacific","High-income","Republic of Korea","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Western Pacific","High-income","Republic of Korea","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Western Pacific","High-income","Republic of Korea","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2003","Eastern Mediterranean","Upper-middle-income","Lebanon","53","53.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Eastern Mediterranean","Upper-middle-income","Lebanon","79","79.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2010","Eastern Mediterranean","Upper-middle-income","Lebanon","80","80.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Eastern Mediterranean","Upper-middle-income","Lebanon","82","82.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","Africa","Low-income","Liberia","69","69.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Africa","Low-income","Liberia","63","63.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Africa","Low-income","Liberia","76","76.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Africa","Low-income","Liberia","74","74.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2001","Eastern Mediterranean","Upper-middle-income","Lebanon","65","65.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Eastern Mediterranean","Upper-middle-income","Lebanon","76","76.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Eastern Mediterranean","Upper-middle-income","Lebanon","88","88.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1998","Americas","Upper-middle-income","Saint Lucia","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2005","Americas","Upper-middle-income","Saint Lucia","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Americas","Upper-middle-income","Saint Lucia","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Americas","Upper-middle-income","Saint Lucia","99","99.00000","","",""
